#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
            34974617 | 0.508582686s | 3035112 B
            35023876 | 0.423228863s | 3039384 B
            35073135 | 0.473822971s | 3043656 B
            35122394 | 0.466045715s | 3047936 B
            35171653 | 0.421373778s | 3052208 B
            35220912 | 0.439537002s | 3056480 B
            35270171 | 0.503369951s | 3060760 B
            35319430 | 0.434025360s | 3065032 B
            35368689 | 0.404972795s | 3069304 B
            35417948 | 0.450680270s | 3073584 B
            35467207 | 0.500448821s | 3077856 B
            35516466 | 0.643322175s | 3082128 B
            35565725 | 0.622872816s | 3086408 B
            35614984 | 0.470672431s | 3090680 B
            35664243 | 0.518517491s | 3094952 B
            35713502 | 0.522895083s | 3099232 B
            35762761 | 0.485837377s | 3103504 B
            35812020 | 0.461316049s | 3107776 B
            35861279 | 0.610813164s | 3112056 B
            35910538 | 0.635988425s | 3116328 B
            35959797 | 0.607185816s | 3120600 B
            36009056 | 0.859172500s | 3124880 B
            36058315 | 0.624351403s | 3129152 B
            36107574 | 0.599774333s | 3133424 B
            36156833 | 0.689058091s | 3137704 B
            36206092 | 0.655866723s | 3141976 B
            36255351 | 0.738259496s | 3146248 B
            36304610 | 0.574534382s | 3150528 B
            36353869 | 0.813592480s | 3154800 B
            36403128 | 0.923417464s | 3159080 B
            36452387 | 0.903825195s | 3163352 B
            36501646 | 0.707139181s | 3167624 B
            36550905 | 0.782885534s | 3171904 B
            36600164 | 0.851103334s | 3176176 B
            36649423 | 0.834716131s | 3180448 B
            36698682 | 0.596908001s | 3184728 B
            36747941 | 0.859801717s | 3189000 B
            36797200 | 0.653683921s | 3193272 B
            36846459 | 0.639362524s | 3197552 B
            36895718 | 0.633668466s | 3201824 B
            36944977 | 0.782900490s | 3206096 B
            36994236 | 0.633732860s | 3210376 B
            37043495 | 0.778669296s | 3214648 B
            37092754 | 0.731995936s | 3218920 B
            37142013 | 0.865895027s | 3223200 B
            37191272 | 0.698128436s | 3227472 B
            37240531 | 0.802334889s | 3231744 B
            37289790 | 0.643037633s | 3236024 B
            37339049 | 0.621301477s | 3240296 B
            37388308 | 0.744369429s | 3244568 B
            37437567 | 0.644653612s | 3248848 B
            37486826 | 0.793702828s | 3253120 B
            37536085 | 0.710096851s | 3257392 B
            37585344 | 0.768747111s | 3261672 B
            37634603 | 0.706753563s | 3265944 B
            37683862 | 0.639762737s | 3270216 B
            37733121 | 0.578804711s | 3274496 B
            37782380 | 0.841561035s | 3278768 B
            37831639 | 0.669085749s | 3283040 B
            37880898 | 0.695919873s | 3287320 B
            37930157 | 0.616617386s | 3291592 B
            37979416 | 0.692716397s | 3295864 B
            38028675 | 0.909915694s | 3300144 B
            38077934 | 0.897910278s | 3304416 B
            38127193 | 0.830224541s | 3308688 B
            38176452 | 0.798638294s | 3312968 B
            38225711 | 0.592130188s | 3317240 B
            38274970 | 0.731896678s | 3321512 B
            38324229 | 0.730812800s | 3325792 B
            38373488 | 0.811280231s | 3330064 B
            38422747 | 0.666978543s | 3334336 B
            38472006 | 0.860843829s | 3338616 B
            38521265 | 0.904064635s | 3342888 B
            38570524 | 0.573586710s | 3347160 B
            38619783 | 0.807983716s | 3351440 B
            38669042 | 0.683874808s | 3355712 B
            38718301 | 0.720493571s | 3359984 B
            38767560 | 0.766236775s | 3364264 B
            38816819 | 0.739752208s | 3368536 B
            38866078 | 0.845634239s | 3372808 B
            38915337 | 1.007943704s | 3377088 B
            38964596 | 0.655505015s | 3381360 B
            39013855 | 0.736776106s | 3385632 B
            39063114 | 0.750021642s | 3389912 B
            39112373 | 0.784106717s | 3394184 B
            39161632 | 0.821206439s | 3398456 B
            39210891 | 0.860219954s | 3402736 B
            39260150 | 0.700343757s | 3407008 B
            39309409 | 0.816957571s | 3411280 B
            39358668 | 0.946884523s | 3415560 B
            39407927 | 0.959174411s | 3419832 B
            39457186 | 1.006992331s | 3424104 B
            39506445 | 1.004273686s | 3428384 B
            39555704 | 0.927644909s | 3432656 B
            39604963 | 0.961932948s | 3436936 B
            39654222 | 0.975794178s | 3441208 B
            39703481 | 0.856117111s | 3445480 B
            39752740 | 0.880070964s | 3449760 B
            39801999 | 0.873923030s | 3454032 B
            39851258 | 0.845876388s | 3458304 B
            39900517 | 0.778021625s | 3462584 B
            39949776 | 0.698886898s | 3466856 B
            39999035 | 0.738013836s | 3471128 B
            40048294 | 0.790384121s | 3475408 B
            40097553 | 0.650196730s | 3479680 B
            40146812 | 0.655455214s | 3483952 B
            40196071 | 0.641366987s | 3488232 B
            40245330 | 0.775875620s | 3492504 B
            40294589 | 0.679761218s | 3496776 B
            40343848 | 0.722507638s | 3501056 B
            40393107 | 0.640408005s | 3505328 B
            40442366 | 0.812344389s | 3509600 B
            40491625 | 0.650224421s | 3513880 B
            40540884 | 0.732360127s | 3518152 B
            40590143 | 0.661091634s | 3522424 B
            40639402 | 0.641412467s | 3526704 B
            40688661 | 0.699620369s | 3530976 B
            40737920 | 0.729064644s | 3535248 B
            40787179 | 0.653021532s | 3539528 B
            40836438 | 0.704374743s | 3543800 B
            40885697 | 0.624843356s | 3548072 B
            40934956 | 0.791763111s | 3552352 B
            40984215 | 0.735347326s | 3556624 B
            41033474 | 0.709156993s | 3560896 B
            41082733 | 0.604801601s | 3565176 B
            41131992 | 0.627408954s | 3569448 B
            41181251 | 0.814382626s | 3573720 B
            41230510 | 0.690489296s | 3578000 B
            41279769 | 0.818254353s | 3582272 B
            41329028 | 0.809521624s | 3586544 B
            41378287 | 0.770326403s | 3590824 B
            41427546 | 0.829341873s | 3595096 B
            41476805 | 0.916713888s | 3599368 B
            41526064 | 0.805797991s | 3603648 B
            41575323 | 0.856010802s | 3607920 B
            41624582 | 0.811950498s | 3612192 B
            41673841 | 0.854820339s | 3616472 B
            41723100 | 0.859037726s | 3620744 B
            41772359 | 0.825063069s | 3625016 B
            41821618 | 0.875251709s | 3629296 B
            41870877 | 0.877336693s | 3633568 B
            41920136 | 0.861948836s | 3637840 B
            41969395 | 0.895705126s | 3642120 B
            42018654 | 0.933149322s | 3646392 B
            42067913 | 0.893347098s | 3650664 B
            42117172 | 0.940330899s | 3654944 B
            42166431 | 1.102918443s | 3659216 B
            42215690 | 0.987329082s | 3663488 B
            42264949 | 0.775420349s | 3667768 B
            42314208 | 0.814434867s | 3672040 B
            42363467 | 0.756971503s | 3676312 B
            42412726 | 0.768547648s | 3680592 B
            42461985 | 0.796345084s | 3684864 B
            42511244 | 0.831524325s | 3689136 B
            42560503 | 0.730706428s | 3693416 B
            42609762 | 0.828073855s | 3697688 B
            42659021 | 0.791098244s | 3701960 B
            42708280 | 0.769667138s | 3706240 B
            42757539 | 0.738050305s | 3710512 B
            42806798 | 0.604274748s | 3714792 B
            42856057 | 0.691506513s | 3719064 B
            42905316 | 0.618921959s | 3723336 B
            42954575 | 0.574514971s | 3727616 B
            43003834 | 0.674829123s | 3731888 B
            43053093 | 0.618860939s | 3736160 B
            43102352 | 0.833285020s | 3740440 B
            43151611 | 0.738290550s | 3744712 B
            43200870 | 0.625432397s | 3748984 B
            43250129 | 0.609845934s | 3753264 B
            43299388 | 0.743903928s | 3757536 B
            43348647 | 0.733706550s | 3761808 B
            43397906 | 0.677225844s | 3766088 B
            43447165 | 0.698444992s | 3770360 B
            43496424 | 0.706854620s | 3774632 B
            43545683 | 0.699222674s | 3778912 B
            43594942 | 0.807282923s | 3783184 B
            43644201 | 0.548815628s | 3787456 B
            43693460 | 0.753919202s | 3791736 B
            43742719 | 0.656563572s | 3796008 B
            43791978 | 0.736379566s | 3800280 B
            43841237 | 0.742010017s | 3804560 B
            43890496 | 0.814162959s | 3808832 B
            43939755 | 0.674232252s | 3813104 B
            43989014 | 0.636902610s | 3817384 B
            44038273 | 0.775641314s | 3821656 B
            44087532 | 0.800133417s | 3825928 B
            44136791 | 0.760502783s | 3830208 B
            44186050 | 0.767249951s | 3834480 B
            44235309 | 0.738813187s | 3838752 B
            44284568 | 0.630437173s | 3843032 B
            44333827 | 0.765336041s | 3847304 B
            44383086 | 0.658858734s | 3851576 B
            44432345 | 0.735203880s | 3855856 B
            44481604 | 0.779544055s | 3860128 B
            44530863 | 0.862525621s | 3864400 B
            44580122 | 0.832103253s | 3868680 B
            44629381 | 0.809469602s | 3872952 B
            44678640 | 0.828982701s | 3877224 B
            44727899 | 0.894994433s | 3881504 B
            44777158 | 0.904784547s | 3885776 B
            44826417 | 0.971138477s | 3890048 B
            44875676 | 0.959635542s | 3894328 B
            44924935 | 0.895668839s | 3898600 B
            44974194 | 0.969628053s | 3902872 B
            45023453 | 0.918370528s | 3907152 B
            45072712 | 1.001305014s | 3911424 B
            45121971 | 0.980192801s | 3915696 B
            45171230 | 0.881512833s | 3919976 B
            45220489 | 0.886876559s | 3924248 B
            45269748 | 0.830909091s | 3928520 B
            45319007 | 0.862010531s | 3932800 B
            45368266 | 0.808360162s | 3937072 B
            45417525 | 0.808337580s | 3941344 B
            45466784 | 0.793148845s | 3945624 B
            45516043 | 0.736661897s | 3949896 B
            45565302 | 0.605296407s | 3954168 B
            45614561 | 0.635548426s | 3958448 B
            45663820 | 0.595290711s | 3962720 B
            45713079 | 0.565017838s | 3966992 B
            45762338 | 0.585788400s | 3971272 B
            45811597 | 0.554941958s | 3975544 B
            45860856 | 0.554256844s | 3979816 B
            45910115 | 0.561761277s | 3984096 B
            45959374 | 0.572346383s | 3988368 B
            46008633 | 0.573060465s | 3992648 B
            46057892 | 0.535371084s | 3996920 B
            46107151 | 0.538529098s | 4001192 B
            46156410 | 0.532685029s | 4005472 B
            46205669 | 0.558991237s | 4009744 B
            46254928 | 0.522570841s | 4014016 B
            46304187 | 0.544077811s | 4018296 B
            46353446 | 0.531323823s | 4022568 B
            46402705 | 0.545925008s | 4026840 B
            46451964 | 0.507320390s | 4031120 B
            46501223 | 0.521848807s | 4035392 B
            46550482 | 0.503669052s | 4039664 B
            46599741 | 0.574596911s | 4043944 B
            46649000 | 0.524294828s | 4048216 B
            46698259 | 0.540047232s | 4052488 B
            46747518 | 0.524053792s | 4056768 B
            46796777 | 0.550257472s | 4061040 B
            46846036 | 0.606656037s | 4065312 B
            46895295 | 0.587290214s | 4069592 B
            46944554 | 0.643898873s | 4073864 B
            46993813 | 0.806169310s | 4078136 B
            47043072 | 0.764920048s | 4082416 B
            47092331 | 0.692621417s | 4086688 B
            47141590 | 0.791453839s | 4090960 B
            47190849 | 0.695928929s | 4095240 B
            47240108 | 0.654906440s | 4099512 B
            47289367 | 0.711643444s | 4103784 B
            47338626 | 0.770958798s | 4108064 B
            47387885 | 0.827405452s | 4112336 B
            47437144 | 0.942147105s | 4116608 B
            47486403 | 0.900619281s | 4120888 B
            47535662 | 0.950359345s | 4125160 B
            47584921 | 1.030654215s | 4129432 B
            47634180 | 1.062617690s | 4133712 B
            47683439 | 1.034071069s | 4137984 B
            47732698 | 1.090467576s | 4142256 B
            47781957 | 1.129530103s | 4146536 B
            47831216 | 1.072721290s | 4150808 B
            47880475 | 1.102659430s | 4155080 B
            47929734 | 1.138674548s | 4159360 B
            47978993 | 1.089293401s | 4163632 B
            48028252 | 1.066326080s | 4167904 B
            48077511 | 1.125542455s | 4172184 B
            48126770 | 1.194484700s | 4176456 B
            48176029 | 1.234342482s | 4180728 B
            48225288 | 1.250184875s | 4185008 B
            48274547 | 1.261299125s | 4189280 B
            48323806 | 0.972038152s | 4193552 B
            48373065 | 0.871109034s | 4197832 B
            48422324 | 0.908137602s | 4202104 B
            48471583 | 0.847098902s | 4206376 B
            48520842 | 0.833117787s | 4210656 B
            48570101 | 1.002125525s | 4214928 B
            48619360 | 1.236409209s | 4219200 B
            48668619 | 1.197891860s | 4223480 B
            48717878 | 1.191039500s | 4227752 B
            48767137 | 1.122322888s | 4232024 B
            48816396 | 1.174402044s | 4236304 B
            48865655 | 1.125960626s | 4240576 B
            48914914 | 1.217968585s | 4244848 B
            48964173 | 1.159363794s | 4249128 B
            49013432 | 1.205804475s | 4253400 B
            49062691 | 1.214178286s | 4257672 B
            49111950 | 1.260552378s | 4261952 B
            49161209 | 1.215250485s | 4266224 B
            49210468 | 1.227670719s | 4270504 B
            49259727 | 1.181935521s | 4274776 B
            49308986 | 1.259645873s | 4279048 B
            49358245 | 1.304933990s | 4283328 B
            49407504 | 1.187967670s | 4287600 B
            49456763 | 1.239239535s | 4291872 B
            49506022 | 1.331651954s | 4296152 B
            49555281 | 1.278378893s | 4300424 B
            49604540 | 1.312886496s | 4304696 B
            49653799 | 1.266181020s | 4308976 B
            49703058 | 1.302988859s | 4313248 B
            49752317 | 1.344931369s | 4317520 B
            49801576 | 1.038389940s | 4321800 B
            49850835 | 0.835171247s | 4326072 B
            49900094 | 0.844506562s | 4330344 B
            49949353 | 0.875450226s | 4334624 B
            49998612 | 0.850498661s | 4338896 B
            50047871 | 0.841641625s | 4343168 B
            50097130 | 0.835592666s | 4347448 B
            50146389 | 0.802518863s | 4351720 B
            50195648 | 0.705048886s | 4355992 B
            50244907 | 0.771379806s | 4360272 B
            50294166 | 0.719332427s | 4364544 B
            50343425 | 0.706949374s | 4368816 B
            50392684 | 0.752763939s | 4373096 B
            50441943 | 0.741172557s | 4377368 B
            50491202 | 0.720985196s | 4381640 B
            50540461 | 0.686714548s | 4385920 B
            50589720 | 0.675767738s | 4390192 B
            50638979 | 0.757736790s | 4394464 B
            50688238 | 0.719139522s | 4398744 B
            50737497 | 0.704503037s | 4403016 B
            50786756 | 0.745575772s | 4407288 B
            50836015 | 0.723825025s | 4411568 B
            50885274 | 0.747356131s | 4415840 B
            50934533 | 0.744796788s | 4420112 B
            50983792 | 0.713474373s | 4424392 B
            51033051 | 0.711104848s | 4428664 B
            51082310 | 0.690047999s | 4432936 B
            51131569 | 0.685797902s | 4437216 B
            51180828 | 0.728381270s | 4441488 B
            51230087 | 0.727290859s | 4445760 B
            51279346 | 0.658974176s | 4450040 B
            51328605 | 0.733841609s | 4454312 B
            51377864 | 0.682085007s | 4458584 B
            51427123 | 0.706175453s | 4462864 B
            51476382 | 0.739365114s | 4467136 B
            51525641 | 0.701125803s | 4471408 B
            51574900 | 0.694020613s | 4475688 B
            51624159 | 0.708077690s | 4479960 B
            51673418 | 0.728716360s | 4484232 B
            51722677 | 0.686662559s | 4488512 B
            51771936 | 0.697247215s | 4492784 B
            51821195 | 0.737050259s | 4497056 B
            51870454 | 0.738507296s | 4501336 B
            51919713 | 0.712676867s | 4505608 B
            51968972 | 0.742680705s | 4509880 B
            52018231 | 0.846227506s | 4514160 B
            52067490 | 0.822427631s | 4518432 B
            52116749 | 0.817559304s | 4522704 B
            52166008 | 0.774330899s | 4526984 B
            52215267 | 0.829372032s | 4531256 B
            52264526 | 0.833139634s | 4535528 B
            52313785 | 0.819560023s | 4539808 B
            52363044 | 0.797171077s | 4544080 B
            52412303 | 0.782758716s | 4548360 B
            52461562 | 0.772793325s | 4552632 B
            52510821 | 0.748390333s | 4556904 B
            52560080 | 0.872941333s | 4561184 B
            52609339 | 0.795325175s | 4565456 B
            52658598 | 0.754473034s | 4569728 B
            52707857 | 0.725440043s | 4574008 B
            52757116 | 0.702051604s | 4578280 B
            52806375 | 0.700005555s | 4582552 B
            52855634 | 0.656866119s | 4586832 B
            52904893 | 0.711072277s | 4591104 B
            52954152 | 0.738225588s | 4595376 B
            53003411 | 0.699865281s | 4599656 B
            53052670 | 0.729330718s | 4603928 B
            53101929 | 0.741199141s | 4608200 B
            53151188 | 0.723970974s | 4612480 B
            53200447 | 0.702859789s | 4616752 B
            53249706 | 0.735477101s | 4621024 B
            53298965 | 0.754214799s | 4625304 B
            53348224 | 0.724528673s | 4629576 B
            53397483 | 0.728763238s | 4633848 B
            53446742 | 0.736239342s | 4638128 B
            53496001 | 0.709427642s | 4642400 B
            53545260 | 0.718910174s | 4646672 B
            53594519 | 0.733591947s | 4650952 B
            53643778 | 0.734037067s | 4655224 B
            53693037 | 0.761901728s | 4659496 B
            53742296 | 0.717991823s | 4663776 B
            53791555 | 0.724152008s | 4668048 B
            53840814 | 0.717322617s | 4672320 B
            53890073 | 0.744133269s | 4676600 B
            53939332 | 0.868157765s | 4680872 B
            53988591 | 0.752746354s | 4685144 B
            54037850 | 0.877906972s | 4689424 B
            54087109 | 0.792797331s | 4693696 B
            54136368 | 0.809934795s | 4697968 B
            54185627 | 0.809322309s | 4702248 B
            54234886 | 0.787953023s | 4706520 B
            54284145 | 0.759607802s | 4710792 B
            54333404 | 0.761235199s | 4715072 B
            54382663 | 0.774415757s | 4719344 B
            54431922 | 0.786678084s | 4723616 B
            54481181 | 0.786594216s | 4727896 B
            54530440 | 0.745378104s | 4732168 B
            54579699 | 0.827155647s | 4736440 B
            54628958 | 0.803507738s | 4740720 B
            54678217 | 0.812983127s | 4744992 B
            54727476 | 0.766355999s | 4749264 B
            54776735 | 0.863027679s | 4753544 B
            54825994 | 0.797440985s | 4757816 B
            54875253 | 0.847556140s | 4762088 B
            54924512 | 0.818314688s | 4766368 B
            54973771 | 0.788694617s | 4770640 B
            55023030 | 0.794283113s | 4774912 B
            55072289 | 0.827196590s | 4779192 B
            55121548 | 0.796769552s | 4783464 B
            55170807 | 0.850334003s | 4787736 B
            55220066 | 0.937808506s | 4792016 B
            55269325 | 0.966406194s | 4796288 B
            55318584 | 1.151215982s | 4800560 B
            55367843 | 1.148643113s | 4804840 B
            55417102 | 1.249103826s | 4809112 B
            55466361 | 1.311720219s | 4813384 B
            55515620 | 1.278778967s | 4817664 B
            55564879 | 1.325203244s | 4821936 B
            55614138 | 1.303679570s | 4826216 B
            55663397 | 1.339638414s | 4830488 B
            55712656 | 1.398434506s | 4834760 B
            55761915 | 1.345165241s | 4839040 B
            55811174 | 1.260600301s | 4843312 B
            55860433 | 1.251720193s | 4847584 B
            55909692 | 1.304699902s | 4851864 B
            55958951 | 1.440348888s | 4856136 B
            56008210 | 1.028029785s | 4860408 B
            56057469 | 0.904191419s | 4864688 B
            56106728 | 0.902975904s | 4868960 B
            56155987 | 0.864193915s | 4873232 B
            56205246 | 0.885829266s | 4877512 B
            56254505 | 0.898505952s | 4881784 B
            56303764 | 0.938480670s | 4886056 B
            56353023 | 0.871953418s | 4890336 B
            56402282 | 0.993742411s | 4894608 B
            56451541 | 0.996262689s | 4898880 B
            56500800 | 0.849354526s | 4903160 B
            56550059 | 0.837465466s | 4907432 B
            56599318 | 0.823504641s | 4911704 B
            56648577 | 0.842316898s | 4915984 B
            56697836 | 0.808620927s | 4920256 B
            56747095 | 0.817508367s | 4924528 B
            56796354 | 0.843790468s | 4928808 B
            56845613 | 0.812077618s | 4933080 B
            56894872 | 0.819082674s | 4937352 B
            56944131 | 0.788614028s | 4941632 B
            56993390 | 0.833275020s | 4945904 B
            57042649 | 0.826749366s | 4950176 B
            57091908 | 0.766827542s | 4954456 B
            57141167 | 0.850297367s | 4958728 B
            57190426 | 0.848682090s | 4963000 B
            57239685 | 0.832879531s | 4967280 B
            57288944 | 0.801755331s | 4971552 B
            57338203 | 0.820311499s | 4975824 B
            57387462 | 0.776708533s | 4980104 B
            57436721 | 0.806087860s | 4984376 B
            57485980 | 0.766751585s | 4988648 B
            57535239 | 0.947775420s | 4992928 B
            57584498 | 1.012599184s | 4997200 B
            57633757 | 1.117889039s | 5001472 B
            57683016 | 1.102260918s | 5005752 B
            57732275 | 1.048195019s | 5010024 B
            57781534 | 1.100138574s | 5014296 B
            57830793 | 1.174733450s | 5018576 B
            57880052 | 1.194555131s | 5022848 B
            57929311 | 1.200898326s | 5027120 B
            57978570 | 1.195630130s | 5031400 B
            58027829 | 1.213854031s | 5035672 B
            58077088 | 1.235986218s | 5039944 B
            58126347 | 1.357923286s | 5044224 B
            58175606 | 0.895616319s | 5048496 B
            58224865 | 0.824464233s | 5052768 B
            58274124 | 0.851173805s | 5057048 B
            58323383 | 0.818944078s | 5061320 B
            58372642 | 0.791416859s | 5065592 B
            58421901 | 0.781646877s | 5069872 B
            58471160 | 0.883121220s | 5074144 B
            58520419 | 0.775111117s | 5078416 B
            58569678 | 0.756608232s | 5082696 B
            58618937 | 0.764527632s | 5086968 B
            58668196 | 0.735117486s | 5091240 B
            58717455 | 0.844306665s | 5095520 B
            58766714 | 0.814882727s | 5099792 B
            58815973 | 0.836092655s | 5104072 B
            58865232 | 0.804523901s | 5108344 B
            58914491 | 0.872881578s | 5112616 B
            58963750 | 0.838571119s | 5116896 B
            59013009 | 0.772672265s | 5121168 B
            59062268 | 0.797482164s | 5125440 B
            59111527 | 0.784436761s | 5129720 B
            59160786 | 0.757189545s | 5133992 B
            59210045 | 0.785546908s | 5138264 B
            59259304 | 0.763011678s | 5142544 B
            59308563 | 0.812230645s | 5146816 B
            59357822 | 0.762375625s | 5151088 B
            59407081 | 0.779446826s | 5155368 B
            59456340 | 0.770919928s | 5159640 B
            59505599 | 0.839398215s | 5163912 B
            59554858 | 0.867434171s | 5168192 B
            59604117 | 0.853798328s | 5172464 B
            59653376 | 0.822148692s | 5176736 B
            59702635 | 0.944500528s | 5181016 B
            59751894 | 0.878409801s | 5185288 B
            59801153 | 0.834944064s | 5189560 B
            59850412 | 0.906339884s | 5193840 B
            59899671 | 0.864961666s | 5198112 B
            59948930 | 0.813935846s | 5202384 B
            59998189 | 0.789496540s | 5206664 B
            60047448 | 0.859473727s | 5210936 B
            60096707 | 0.834490217s | 5215208 B
            60145966 | 0.854118378s | 5219488 B
            60195225 | 0.834610826s | 5223760 B
            60244484 | 0.782424657s | 5228032 B
            60293743 | 0.772433756s | 5232312 B
            60343002 | 0.860170227s | 5236584 B
            60392261 | 0.806453144s | 5240856 B
            60441520 | 0.801943215s | 5245136 B
            60490779 | 0.806786781s | 5249408 B
            60540038 | 0.824739441s | 5253680 B
            60589297 | 0.838822670s | 5257960 B
            60638556 | 0.843884224s | 5262232 B
            60687815 | 0.800822944s | 5266504 B
            60737074 | 0.796319142s | 5270784 B
            60786333 | 0.832418743s | 5275056 B
            60835592 | 0.782661887s | 5279328 B
            60884851 | 0.815766657s | 5283608 B
            60934110 | 0.834900575s | 5287880 B
            60983369 | 0.815963721s | 5292152 B
            61032628 | 0.913099458s | 5296432 B
            61081887 | 0.997533887s | 5300704 B
            61131146 | 0.936631174s | 5304976 B
            61180405 | 0.849322195s | 5309256 B
            61229664 | 0.859428578s | 5313528 B
            61278923 | 0.812732798s | 5317800 B
            61328182 | 0.857908722s | 5322080 B
            61377441 | 0.913980369s | 5326352 B
            61426700 | 0.803157154s | 5330624 B
            61475959 | 0.825961114s | 5334904 B
            61525218 | 0.815738521s | 5339176 B
            61574477 | 0.879333927s | 5343448 B
            61623736 | 0.950457654s | 5347728 B
            61672995 | 0.823752299s | 5352000 B
            61722254 | 0.854772449s | 5356272 B
            61771513 | 0.803916765s | 5360552 B
            61820772 | 0.937593617s | 5364824 B
            61870031 | 1.088641432s | 5369096 B
            61919290 | 1.322034613s | 5373376 B
            61968549 | 1.401228053s | 5377648 B
            62017808 | 1.363260449s | 5381928 B
            62067067 | 1.387267902s | 5386200 B
            62116326 | 1.493238423s | 5390472 B
            62165585 | 1.466836145s | 5394752 B
            62214844 | 1.425873778s | 5399024 B
