#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
              123651 | 1.039280012s | 10736 B
              123809 | 0.893031245s | 10752 B
              123967 | 1.104241965s | 10760 B
              124125 | 0.863604823s | 10776 B
              124283 | 0.887596203s | 10792 B
              124441 | 0.942178102s | 10800 B
              124599 | 1.290390507s | 10816 B
              124757 | 0.873395721s | 10832 B
              124915 | 0.893262649s | 10848 B
              125073 | 0.869957824s | 10856 B
              125231 | 1.216665797s | 10872 B
              125389 | 0.919143533s | 10888 B
              125547 | 0.910272303s | 10896 B
              125705 | 0.906142735s | 10912 B
              125863 | 1.147977018s | 10928 B
              126021 | 0.899632233s | 10936 B
              126179 | 1.161516137s | 10952 B
              126337 | 0.945121878s | 10968 B
              126495 | 1.083970574s | 10984 B
              126653 | 1.060952179s | 10992 B
              126811 | 0.921420497s | 11008 B
              126969 | 1.132054926s | 11024 B
              127127 | 1.008805948s | 11032 B
              127285 | 1.068283223s | 11048 B
              127443 | 1.054317317s | 11064 B
              127601 | 0.927883765s | 11080 B
              127759 | 0.950710568s | 11088 B
              127917 | 1.045825276s | 11104 B
              128075 | 0.934358757s | 11120 B
              128233 | 1.024223074s | 11128 B
              128391 | 1.001261935s | 11144 B
              128549 | 0.975815718s | 11160 B
              128707 | 0.978263789s | 11176 B
              128865 | 0.964216984s | 11184 B
              129023 | 0.980948841s | 11200 B
              129181 | 0.961664699s | 11216 B
              129339 | 0.958441422s | 11224 B
              129497 | 0.946033025s | 11240 B
              129655 | 0.943199294s | 11256 B
              129813 | 1.378329731s | 11272 B
              129971 | 0.943354019s | 11280 B
              130129 | 0.947728485s | 11296 B
              130287 | 0.955269810s | 11312 B
              130445 | 0.936705001s | 11320 B
              130603 | 0.937475180s | 11336 B
              130761 | 1.218740230s | 11352 B
              130919 | 1.357929972s | 11368 B
              131077 | 0.937549428s | 11376 B
              131235 | 1.099078034s | 11392 B
              131393 | 0.985425117s | 11408 B
              131551 | 0.960823693s | 11416 B
              131709 | 1.021090671s | 11432 B
              131867 | 1.246895253s | 11448 B
              132025 | 1.001637915s | 11464 B
              132183 | 1.178319847s | 11472 B
              132341 | 0.987733695s | 11488 B
              132499 | 1.031987708s | 11504 B
              132657 | 0.996457384s | 11512 B
              132815 | 1.011956451s | 11528 B
              132973 | 1.007350582s | 11544 B
              133131 | 0.999899462s | 11560 B
              133289 | 1.208926097s | 11568 B
              133447 | 1.128058749s | 11584 B
              133605 | 1.070267390s | 11600 B
              133763 | 1.220235789s | 11608 B
              133921 | 0.989614817s | 11624 B
              134079 | 0.978548656s | 11640 B
              134237 | 1.174704377s | 11656 B
              134395 | 1.172135200s | 11664 B
              134553 | 1.015917820s | 11680 B
              134711 | 1.028135990s | 11696 B
              134869 | 1.179321695s | 11704 B
              135027 | 1.375689480s | 11720 B
              135185 | 1.018260889s | 11736 B
              135343 | 1.076086741s | 11752 B
              135501 | 1.016004923s | 11760 B
              135659 | 1.022437549s | 11776 B
              135817 | 1.207086507s | 11792 B
              135975 | 1.041656220s | 11800 B
              136133 | 1.312988880s | 11816 B
              136291 | 1.044284182s | 11832 B
