#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
           123079249 | 0.941760913s | 10680848 B
           123255327 | 1.012371153s | 10696128 B
           123431405 | 0.997875280s | 10711408 B
           123607483 | 0.943619181s | 10726688 B
           123783561 | 0.905759120s | 10741968 B
           123959639 | 0.948125662s | 10757248 B
           124135717 | 0.987274644s | 10772528 B
           124311795 | 0.938065961s | 10787808 B
           124487873 | 0.933699304s | 10803088 B
           124663951 | 0.947065461s | 10818368 B
           124840029 | 0.946159598s | 10833648 B
           125016107 | 0.954048543s | 10848928 B
           125192185 | 0.908368456s | 10864208 B
           125368263 | 0.964411146s | 10879488 B
           125544341 | 0.911358434s | 10894768 B
           125720419 | 0.954908579s | 10910048 B
           125896497 | 0.935726847s | 10925328 B
           126072575 | 0.952467860s | 10940616 B
           126248653 | 0.940227354s | 10955896 B
           126424731 | 0.906469187s | 10971176 B
           126600809 | 0.882402717s | 10986456 B
           126776887 | 0.930292645s | 11001736 B
           126952965 | 1.022577673s | 11017016 B
           127129043 | 0.996148046s | 11032296 B
           127305121 | 0.977252601s | 11047576 B
           127481199 | 0.963938336s | 11062856 B
           127657277 | 0.970585178s | 11078136 B
           127833355 | 0.958103986s | 11093416 B
           128009433 | 0.949621516s | 11108696 B
           128185511 | 0.926682289s | 11123976 B
           128361589 | 0.918189527s | 11139256 B
           128537667 | 0.933336201s | 11154536 B
           128713745 | 0.991205603s | 11169816 B
           128889823 | 0.938070368s | 11185096 B
           129065901 | 0.966648003s | 11200376 B
           129241979 | 0.951678281s | 11215656 B
           129418057 | 0.947310444s | 11230936 B
           129594135 | 0.901762831s | 11246216 B
           129770213 | 0.935690731s | 11261496 B
           129946291 | 0.945771988s | 11276776 B
           130122369 | 0.960474592s | 11292056 B
           130298447 | 0.968895173s | 11307336 B
           130474525 | 0.946013300s | 11322616 B
           130650603 | 0.959060917s | 11337896 B
           130826681 | 0.963780233s | 11353176 B
           131002759 | 1.044806413s | 11368456 B
           131178837 | 0.927812949s | 11383736 B
           131354915 | 0.944520975s | 11399016 B
           131530993 | 0.948672572s | 11414296 B
           131707071 | 0.965254357s | 11429576 B
           131883149 | 0.934424685s | 11444856 B
           132059227 | 0.973666881s | 11460136 B
           132235305 | 0.997121194s | 11475416 B
           132411383 | 1.011204918s | 11490696 B
           132587461 | 0.940700907s | 11505976 B
           132763539 | 0.930203457s | 11521256 B
           132939617 | 1.002927028s | 11536536 B
           133115695 | 0.989339775s | 11551816 B
           133291773 | 1.006798142s | 11567096 B
           133467851 | 0.975635279s | 11582376 B
           133643929 | 1.001107891s | 11597656 B
           133820007 | 1.016076048s | 11612936 B
           133996085 | 1.018259523s | 11628216 B
           134172163 | 0.960676981s | 11643496 B
           134348241 | 0.934179691s | 11658776 B
           134524319 | 0.978496071s | 11674056 B
           134700397 | 0.994734857s | 11689336 B
           134876475 | 0.982917199s | 11704616 B
           135052553 | 0.983114398s | 11719896 B
           135228631 | 1.017959670s | 11735176 B
           135404709 | 1.007723073s | 11750456 B
           135580787 | 0.941708065s | 11765736 B
           135756865 | 0.919690677s | 11781016 B
           135932943 | 1.003820458s | 11796296 B
           136109021 | 1.058650965s | 11811576 B
           136285099 | 0.997816788s | 11826856 B
           136461177 | 0.985005083s | 11842136 B
           136637255 | 0.999722280s | 11857416 B
           136813333 | 1.001112217s | 11872696 B
           136989411 | 0.989718613s | 11887976 B
           137165489 | 1.022199900s | 11903256 B
           137341567 | 0.930144153s | 11918536 B
           137517645 | 1.012789693s | 11933816 B
           137693723 | 0.983575411s | 11949096 B
           137869801 | 1.019658457s | 11964376 B
           138045879 | 0.994984927s | 11979656 B
           138221957 | 1.020270801s | 11994936 B
           138398035 | 0.993895486s | 12010216 B
           138574113 | 0.986405760s | 12025496 B
           138750191 | 0.911077355s | 12040776 B
           138926269 | 0.908466733s | 12056056 B
           139102347 | 0.973018429s | 12071336 B
           139278425 | 0.976294952s | 12086616 B
           139454503 | 0.983335962s | 12101896 B
           139630581 | 1.008932223s | 12117176 B
           139806659 | 0.915508012s | 12132456 B
           139982737 | 0.925487660s | 12147736 B
           140158815 | 0.927668196s | 12163016 B
           140334893 | 0.983773698s | 12178296 B
           140510971 | 0.938332723s | 12193576 B
           140687049 | 0.919630374s | 12208856 B
           140863127 | 0.953141111s | 12224136 B
           141039205 | 0.941913625s | 12239416 B
           141215283 | 0.968398638s | 12254696 B
           141391361 | 0.907327879s | 12269976 B
           141567439 | 0.886945022s | 12285264 B
           141743517 | 0.919439247s | 12300544 B
           141919595 | 0.916833064s | 12315824 B
           142095673 | 0.990719855s | 12331104 B
           142271751 | 0.967008424s | 12346384 B
           142447829 | 1.001802833s | 12361664 B
           142623907 | 0.983491037s | 12376944 B
           142799985 | 0.929220696s | 12392224 B
           142976063 | 0.933805813s | 12407504 B
           143152141 | 0.935177830s | 12422784 B
           143328219 | 0.982138215s | 12438064 B
           143504297 | 1.101301919s | 12453344 B
           143680375 | 1.134809319s | 12468624 B
           143856453 | 1.118755396s | 12483904 B
           144032531 | 1.086622919s | 12499184 B
           144208609 | 1.110271647s | 12514464 B
           144384687 | 1.180415044s | 12529744 B
           144560765 | 1.194901736s | 12545024 B
           144736843 | 1.224069377s | 12560304 B
           144912921 | 1.218830259s | 12575584 B
           145088999 | 1.197926857s | 12590864 B
           145265077 | 1.299123976s | 12606144 B
           145441155 | 1.265949011s | 12621424 B
           145617233 | 1.212810053s | 12636704 B
           145793311 | 1.224990106s | 12651984 B
           145969389 | 1.212406374s | 12667264 B
           146145467 | 1.236362492s | 12682544 B
           146321545 | 1.297048845s | 12697824 B
           146497623 | 1.230327473s | 12713104 B
           146673701 | 1.247826583s | 12728384 B
