#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
              320335 | 0.686346756s | 27800 B
              320749 | 0.702629063s | 27840 B
              321163 | 0.696357126s | 27872 B
              321577 | 0.693215861s | 27912 B
              321991 | 0.711549057s | 27944 B
              322405 | 0.695668850s | 27984 B
              322819 | 0.718613018s | 28016 B
              323233 | 0.721582516s | 28056 B
              323647 | 0.725271572s | 28088 B
              324061 | 0.709430306s | 28128 B
              324475 | 0.752366887s | 28160 B
              324889 | 0.724816116s | 28200 B
              325303 | 0.702933238s | 28232 B
              325717 | 0.736636216s | 28272 B
              326131 | 0.766064428s | 28304 B
              326545 | 0.746480549s | 28344 B
              326959 | 0.718303341s | 28376 B
              327373 | 0.732613950s | 28416 B
              327787 | 0.731855877s | 28448 B
              328201 | 0.723915215s | 28488 B
              328615 | 0.752121445s | 28520 B
              329029 | 0.738845595s | 28560 B
              329443 | 0.733547167s | 28592 B
              329857 | 0.751659208s | 28632 B
              330271 | 0.772345585s | 28664 B
              330685 | 0.743350292s | 28704 B
              331099 | 0.764577493s | 28736 B
              331513 | 0.761229066s | 28776 B
              331927 | 0.759813779s | 28808 B
              332341 | 0.753752467s | 28848 B
              332755 | 0.753265993s | 28880 B
              333169 | 0.760355988s | 28920 B
              333583 | 0.786423613s | 28952 B
              333997 | 0.758044249s | 28992 B
              334411 | 0.787226576s | 29024 B
              334825 | 0.789098709s | 29064 B
              335239 | 0.777089000s | 29096 B
              335653 | 0.810461145s | 29128 B
              336067 | 0.788521533s | 29168 B
              336481 | 0.793271042s | 29200 B
              336895 | 0.804959246s | 29240 B
              337309 | 0.777190511s | 29272 B
              337723 | 0.785982204s | 29312 B
              338137 | 0.797794596s | 29344 B
              338551 | 0.789475955s | 29384 B
              338965 | 0.811323918s | 29416 B
              339379 | 0.789309683s | 29456 B
              339793 | 0.793838959s | 29488 B
              340207 | 0.820862002s | 29528 B
              340621 | 0.822191964s | 29560 B
              341035 | 0.816160155s | 29600 B
              341449 | 0.803986067s | 29632 B
              341863 | 0.825783027s | 29672 B
              342277 | 0.824219304s | 29704 B
              342691 | 0.825480245s | 29744 B
              343105 | 0.795512603s | 29776 B
              343519 | 0.805983740s | 29816 B
              343933 | 0.834452947s | 29848 B
              344347 | 0.809456696s | 29888 B
              344761 | 0.810024767s | 29920 B
              345175 | 0.825424027s | 29960 B
              345589 | 0.829098974s | 29992 B
              346003 | 0.855116551s | 30032 B
              346417 | 0.827725991s | 30064 B
              346831 | 0.821737372s | 30104 B
              347245 | 0.860134342s | 30136 B
              347659 | 0.846388438s | 30176 B
              348073 | 0.832621206s | 30208 B
              348487 | 0.843442641s | 30248 B
              348901 | 0.865735051s | 30280 B
              349315 | 0.843358330s | 30320 B
              349729 | 0.869995415s | 30352 B
              350143 | 0.841806177s | 30392 B
              350557 | 0.856608742s | 30424 B
              350971 | 0.843759586s | 30464 B
              351385 | 0.850612745s | 30496 B
              351799 | 0.858404581s | 30536 B
              352213 | 0.890346897s | 30568 B
              352627 | 0.878388182s | 30608 B
              353041 | 0.870246765s | 30640 B
              353455 | 0.870880343s | 30680 B
              353869 | 0.855680368s | 30712 B
              354283 | 0.876112150s | 30752 B
              354697 | 0.873270577s | 30784 B
              355111 | 0.878992047s | 30824 B
              355525 | 0.913159827s | 30856 B
              355939 | 0.882584202s | 30896 B
              356353 | 0.880897255s | 30928 B
              356767 | 0.875071766s | 30968 B
              357181 | 0.870211336s | 31000 B
              357595 | 0.873438402s | 31040 B
              358009 | 0.893381021s | 31072 B
              358423 | 0.878073872s | 31104 B
              358837 | 0.887734660s | 31144 B
              359251 | 0.957193761s | 31176 B
              359665 | 0.898216361s | 31216 B
              360079 | 0.887761063s | 31248 B
              360493 | 0.924253982s | 31288 B
              360907 | 0.901223461s | 31320 B
              361321 | 0.904629330s | 31360 B
              361735 | 0.923723105s | 31392 B
              362149 | 0.963400645s | 31432 B
              362563 | 0.906009050s | 31464 B
              362977 | 0.924016600s | 31504 B
              363391 | 0.890677823s | 31536 B
              363805 | 0.934114197s | 31576 B
              364219 | 0.912467175s | 31608 B
              364633 | 0.944253066s | 31648 B
              365047 | 0.908246992s | 31680 B
              365461 | 0.940081672s | 31720 B
              365875 | 0.943870825s | 31752 B
              366289 | 0.971044836s | 31792 B
              366703 | 0.956951192s | 31824 B
              367117 | 0.950525356s | 31864 B
              367531 | 0.932801508s | 31896 B
              367945 | 0.966303760s | 31936 B
              368359 | 0.944578564s | 31968 B
              368773 | 0.966480338s | 32008 B
              369187 | 0.983759353s | 32040 B
              369601 | 0.946268721s | 32080 B
              370015 | 0.955236692s | 32112 B
              370429 | 0.942442884s | 32152 B
              370843 | 0.972257426s | 32184 B
              371257 | 0.985586238s | 32224 B
              371671 | 0.975713006s | 32256 B
              372085 | 0.968333934s | 32296 B
              372499 | 0.996253857s | 32328 B
              372913 | 0.973304126s | 32368 B
              373327 | 0.974497869s | 32400 B
              373741 | 0.962987446s | 32440 B
              374155 | 0.978882438s | 32472 B
              374569 | 1.002721375s | 32512 B
              374983 | 0.994367075s | 32544 B
              375397 | 0.993203645s | 32584 B
              375811 | 1.018564152s | 32616 B
              376225 | 1.012966949s | 32656 B
              376639 | 0.987164212s | 32688 B
              377053 | 0.997223535s | 32728 B
              377467 | 0.992002944s | 32760 B
              377881 | 0.994199189s | 32800 B
              378295 | 1.003462983s | 32832 B
              378709 | 1.008194764s | 32872 B
              379123 | 1.013749359s | 32904 B
              379537 | 1.021438951s | 32944 B
              379951 | 1.028910962s | 32976 B
              380365 | 1.004262115s | 33016 B
              380779 | 1.017816698s | 33048 B
              381193 | 1.018669404s | 33080 B
              381607 | 1.079121168s | 33120 B
              382021 | 1.065904690s | 33152 B
              382435 | 1.024323368s | 33192 B
              382849 | 1.015074121s | 33224 B
              383263 | 1.040950313s | 33264 B
              383677 | 1.030195295s | 33296 B
              384091 | 1.047054141s | 33336 B
              384505 | 1.052088110s | 33368 B
              384919 | 1.041414369s | 33408 B
              385333 | 1.045944308s | 33440 B
              385747 | 1.060540680s | 33480 B
              386161 | 1.084303486s | 33512 B
              386575 | 1.068986424s | 33552 B
              386989 | 1.062933023s | 33584 B
              387403 | 1.077010765s | 33624 B
              387817 | 1.239834748s | 33656 B
              388231 | 1.162070763s | 33696 B
              388645 | 1.104617895s | 33728 B
              389059 | 1.095019256s | 33768 B
              389473 | 1.124772992s | 33800 B
              389887 | 1.082081383s | 33840 B
              390301 | 1.060610464s | 33872 B
              390715 | 1.092798790s | 33912 B
              391129 | 1.088106459s | 33944 B
              391543 | 1.089426122s | 33984 B
              391957 | 1.075387515s | 34016 B
              392371 | 1.095691775s | 34056 B
              392785 | 1.115133835s | 34088 B
              393199 | 1.114744550s | 34128 B
              393613 | 1.091073839s | 34160 B
              394027 | 1.116395678s | 34200 B
              394441 | 1.097322556s | 34232 B
              394855 | 1.089017073s | 34272 B
              395269 | 1.111871421s | 34304 B
              395683 | 1.105612409s | 34344 B
              396097 | 1.117836771s | 34376 B
              396511 | 1.142888943s | 34416 B
              396925 | 1.120059397s | 34448 B
              397339 | 1.122330163s | 34488 B
              397753 | 1.138387021s | 34520 B
              398167 | 1.130212131s | 34560 B
              398581 | 1.126511058s | 34592 B
              398995 | 1.123929066s | 34632 B
              399409 | 1.107479657s | 34664 B
              399823 | 1.116800039s | 34704 B
              400237 | 1.135122658s | 34736 B
              400651 | 1.153628856s | 34776 B
              401065 | 1.149332779s | 34808 B
              401479 | 1.155624026s | 34848 B
              401893 | 1.159645893s | 34880 B
              402307 | 1.160685011s | 34920 B
              402721 | 1.164185207s | 34952 B
              403135 | 1.151009642s | 34992 B
              403549 | 1.168008652s | 35024 B
              403963 | 1.181637115s | 35056 B
              404377 | 1.163602983s | 35096 B
              404791 | 1.180041387s | 35128 B
              405205 | 1.187423724s | 35168 B
              405619 | 1.205849826s | 35200 B
              406033 | 1.163593033s | 35240 B
              406447 | 1.180357679s | 35272 B
              406861 | 1.203777009s | 35312 B
              407275 | 1.191383930s | 35344 B
              407689 | 1.198379468s | 35384 B
              408103 | 1.183760672s | 35416 B
              408517 | 1.204826553s | 35456 B
              408931 | 1.205463680s | 35488 B
              409345 | 1.190426188s | 35528 B
              409759 | 1.184785242s | 35560 B
              410173 | 1.182158982s | 35600 B
              410587 | 1.271356455s | 35632 B
              411001 | 1.277474254s | 35672 B
              411415 | 1.233134317s | 35704 B
              411829 | 1.234941740s | 35744 B
              412243 | 1.231997021s | 35776 B
              412657 | 1.291116313s | 35816 B
              413071 | 1.355780048s | 35848 B
              413485 | 1.314196908s | 35888 B
              413899 | 1.232106775s | 35920 B
              414313 | 1.268282429s | 35960 B
              414727 | 1.306224776s | 35992 B
              415141 | 1.364703304s | 36032 B
              415555 | 1.310682701s | 36064 B
              415969 | 1.301001565s | 36104 B
              416383 | 1.345317265s | 36136 B
              416797 | 1.264360407s | 36176 B
              417211 | 1.294402371s | 36208 B
              417625 | 1.418208191s | 36248 B
              418039 | 1.339367823s | 36280 B
              418453 | 1.298381561s | 36320 B
              418867 | 1.323389606s | 36352 B
              419281 | 1.339280716s | 36392 B
              419695 | 1.377837373s | 36424 B
              420109 | 1.319139780s | 36464 B
              420523 | 1.348849024s | 36496 B
              420937 | 1.378216243s | 36536 B
              421351 | 1.285803606s | 36568 B
              421765 | 1.302335016s | 36608 B
              422179 | 1.303794823s | 36640 B
              422593 | 1.412019880s | 36680 B
              423007 | 1.412487139s | 36712 B
              423421 | 1.407744046s | 36752 B
              423835 | 1.322981726s | 36784 B
              424249 | 1.298869345s | 36824 B
              424663 | 1.347888321s | 36856 B
              425077 | 1.384751853s | 36896 B
              425491 | 1.355350852s | 36928 B
              425905 | 1.337421378s | 36960 B
              426319 | 1.314475253s | 37000 B
              426733 | 1.328374220s | 37032 B
              427147 | 1.304434939s | 37072 B
              427561 | 1.354056583s | 37104 B
              427975 | 1.364999674s | 37144 B
              428389 | 1.340278121s | 37176 B
              428803 | 1.329756812s | 37216 B
              429217 | 1.353715869s | 37248 B
              429631 | 1.318346690s | 37288 B
              430045 | 1.326012144s | 37320 B
              430459 | 1.307613418s | 37360 B
              430873 | 1.304314048s | 37392 B
              431287 | 1.332485745s | 37432 B
              431701 | 1.330491125s | 37464 B
              432115 | 1.339250553s | 37504 B
              432529 | 1.345444776s | 37536 B
              432943 | 1.360258818s | 37576 B
              433357 | 1.353532473s | 37608 B
              433771 | 1.349738995s | 37648 B
              434185 | 1.370856552s | 37680 B
              434599 | 1.364901127s | 37720 B
              435013 | 1.370587258s | 37752 B
              435427 | 1.432061915s | 37792 B
              435841 | 1.464604199s | 37824 B
              436255 | 1.439058673s | 37864 B
